"","ctv","month","total"
"3091","TeachingStatistics",2014-05-01,260526
"3092","TeachingStatistics",2014-06-01,722572
"3093","TeachingStatistics",2014-07-01,388895
"3094","TeachingStatistics",2014-08-01,299316
"3095","TeachingStatistics",2014-09-01,336848
"3096","TeachingStatistics",2014-10-01,404981
"3097","TeachingStatistics",2014-11-01,370622
"3098","TeachingStatistics",2014-12-01,333901
"3099","TeachingStatistics",2015-01-01,420191
"3100","TeachingStatistics",2015-02-01,456670
"3101","TeachingStatistics",2015-03-01,645826
"3102","TeachingStatistics",2015-04-01,663813
"3103","TeachingStatistics",2015-05-01,643935
"3104","TeachingStatistics",2015-06-01,635980
"3105","TeachingStatistics",2015-07-01,579510
"3106","TeachingStatistics",2015-08-01,603540
"3107","TeachingStatistics",2015-09-01,713736
"3108","TeachingStatistics",2015-10-01,807336
"3109","TeachingStatistics",2015-11-01,833314
"3110","TeachingStatistics",2015-12-01,771091
"3111","TeachingStatistics",2016-01-01,978050
"3112","TeachingStatistics",2016-02-01,1046510
"3113","TeachingStatistics",2016-03-01,1148060
"3114","TeachingStatistics",2016-04-01,1012968
"3115","TeachingStatistics",2016-05-01,1120865
"3116","TeachingStatistics",2016-06-01,997338
"3117","TeachingStatistics",2016-07-01,912727
"3118","TeachingStatistics",2016-08-01,910890
"3119","TeachingStatistics",2016-09-01,1349055
"3120","TeachingStatistics",2016-10-01,1602544
"3121","TeachingStatistics",2016-11-01,1945916
"3122","TeachingStatistics",2016-12-01,1481909
"3123","TeachingStatistics",2017-01-01,1752431
"3124","TeachingStatistics",2017-02-01,1805200
"3125","TeachingStatistics",2017-03-01,2068183
"3126","TeachingStatistics",2017-04-01,2041354
"3127","TeachingStatistics",2017-05-01,1936756
"3128","TeachingStatistics",2017-06-01,1627901
"3129","TeachingStatistics",2017-07-01,1423543
"3130","TeachingStatistics",2017-08-01,1487497
"3131","TeachingStatistics",2017-09-01,1739633
"3132","TeachingStatistics",2017-10-01,2084041
"3133","TeachingStatistics",2017-11-01,2112501
"3134","TeachingStatistics",2017-12-01,1635060
"3135","TeachingStatistics",2018-01-01,1861726
"3136","TeachingStatistics",2018-02-01,1691604
"3137","TeachingStatistics",2018-03-01,2320927
"3138","TeachingStatistics",2018-04-01,2392559
"3139","TeachingStatistics",2018-05-01,2247530
"3140","TeachingStatistics",2018-06-01,2098574
"3141","TeachingStatistics",2018-07-01,2303052
"3142","TeachingStatistics",2018-08-01,2228370
"3143","TeachingStatistics",2018-09-01,3036833
"3144","TeachingStatistics",2018-10-01,3723616
"3145","TeachingStatistics",2018-11-01,3812987
"3146","TeachingStatistics",2018-12-01,2867377
"3147","TeachingStatistics",2019-01-01,3468287
"3148","TeachingStatistics",2019-02-01,3524086
"3149","TeachingStatistics",2019-03-01,3586137
"3150","TeachingStatistics",2019-04-01,3900427
"3151","TeachingStatistics",2019-05-01,3912985
"3152","TeachingStatistics",2019-06-01,3177767
"3153","TeachingStatistics",2019-07-01,3165366
"3154","TeachingStatistics",2019-08-01,1147442
"3155","TimeSeries",2012-10-01,4579
"3156","TimeSeries",2012-11-01,61833
"3157","TimeSeries",2012-12-01,65292
"3158","TimeSeries",2013-01-01,107662
"3159","TimeSeries",2013-02-01,123621
"3160","TimeSeries",2013-03-01,162785
"3161","TimeSeries",2013-04-01,172010
"3162","TimeSeries",2013-05-01,170689
"3163","TimeSeries",2013-06-01,173825
"3164","TimeSeries",2013-07-01,157718
"3165","TimeSeries",2013-08-01,158232
"3166","TimeSeries",2013-09-01,204727
"3167","TimeSeries",2013-10-01,213134
"3168","TimeSeries",2013-11-01,234775
"3169","TimeSeries",2013-12-01,191570
"3170","TimeSeries",2014-01-01,233087
"3171","TimeSeries",2014-02-01,262268
"3172","TimeSeries",2014-03-01,384603
"3173","TimeSeries",2014-04-01,427184
"3174","TimeSeries",2014-05-01,328697
"3175","TimeSeries",2014-06-01,326605
"3176","TimeSeries",2014-07-01,313381
"3177","TimeSeries",2014-08-01,359997
"3178","TimeSeries",2014-09-01,348342
"3179","TimeSeries",2014-10-01,531358
"3180","TimeSeries",2014-11-01,490670
"3181","TimeSeries",2014-12-01,412484
"3182","TimeSeries",2015-01-01,557973
"3183","TimeSeries",2015-02-01,585808
"3184","TimeSeries",2015-03-01,722269
"3185","TimeSeries",2015-04-01,877458
"3186","TimeSeries",2015-05-01,750730
"3187","TimeSeries",2015-06-01,806511
"3188","TimeSeries",2015-07-01,765108
"3189","TimeSeries",2015-08-01,747325
"3190","TimeSeries",2015-09-01,730933
"3191","TimeSeries",2015-10-01,784122
"3192","TimeSeries",2015-11-01,1958882
"3193","TimeSeries",2015-12-01,2201562
"3194","TimeSeries",2016-01-01,904485
"3195","TimeSeries",2016-02-01,1019313
"3196","TimeSeries",2016-03-01,1226606
"3197","TimeSeries",2016-04-01,1075579
"3198","TimeSeries",2016-05-01,1221347
"3199","TimeSeries",2016-06-01,1127291
"3200","TimeSeries",2016-07-01,1037233
"3201","TimeSeries",2016-08-01,885637
"3202","TimeSeries",2016-09-01,1029546
"3203","TimeSeries",2016-10-01,1303661
"3204","TimeSeries",2016-11-01,1467584
"3205","TimeSeries",2016-12-01,1185828
"3206","TimeSeries",2017-01-01,1254270
"3207","TimeSeries",2017-02-01,1368750
"3208","TimeSeries",2017-03-01,1654518
"3209","TimeSeries",2017-04-01,1864287
"3210","TimeSeries",2017-05-01,1884418
"3211","TimeSeries",2017-06-01,1685916
"3212","TimeSeries",2017-07-01,1700308
"3213","TimeSeries",2017-08-01,1794803
"3214","TimeSeries",2017-09-01,2630379
"3215","TimeSeries",2017-10-01,2171177
"3216","TimeSeries",2017-11-01,2243876
"3217","TimeSeries",2017-12-01,1852337
"3218","TimeSeries",2018-01-01,1906682
"3219","TimeSeries",2018-02-01,1707883
"3220","TimeSeries",2018-03-01,2496906
"3221","TimeSeries",2018-04-01,2716898
"3222","TimeSeries",2018-05-01,2536102
"3223","TimeSeries",2018-06-01,2210770
"3224","TimeSeries",2018-07-01,2173227
"3225","TimeSeries",2018-08-01,2194330
"3226","TimeSeries",2018-09-01,3233094
"3227","TimeSeries",2018-10-01,3887003
"3228","TimeSeries",2018-11-01,4006320
"3229","TimeSeries",2018-12-01,3319701
"3230","TimeSeries",2019-01-01,4025009
"3231","TimeSeries",2019-02-01,3835926
"3232","TimeSeries",2019-03-01,4188523
"3233","TimeSeries",2019-04-01,4293147
"3234","TimeSeries",2019-05-01,4732971
"3235","TimeSeries",2019-06-01,3718883
"3236","TimeSeries",2019-07-01,4211106
"3237","TimeSeries",2019-08-01,1550919
"3238","WebTechnologies",2012-10-01,7454
"3239","WebTechnologies",2012-11-01,9905
"3240","WebTechnologies",2012-12-01,12286
"3241","WebTechnologies",2013-01-01,24482
"3242","WebTechnologies",2013-02-01,23731
"3243","WebTechnologies",2013-03-01,38151
"3244","WebTechnologies",2013-04-01,48719
"3245","WebTechnologies",2013-05-01,46673
"3246","WebTechnologies",2013-06-01,48573
"3247","WebTechnologies",2013-07-01,53522
"3248","WebTechnologies",2013-08-01,55528
"3249","WebTechnologies",2013-09-01,70301
"3250","WebTechnologies",2013-10-01,91183
"3251","WebTechnologies",2013-11-01,86796
"3252","WebTechnologies",2013-12-01,75619
"3253","WebTechnologies",2014-01-01,92019
"3254","WebTechnologies",2014-02-01,101674
"3255","WebTechnologies",2014-03-01,118360
"3256","WebTechnologies",2014-04-01,173172
"3257","WebTechnologies",2014-05-01,175164
"3258","WebTechnologies",2014-06-01,238935
"3259","WebTechnologies",2014-07-01,268448
"3260","WebTechnologies",2014-08-01,285675
"3261","WebTechnologies",2014-09-01,319500
"3262","WebTechnologies",2014-10-01,390206
"3263","WebTechnologies",2014-11-01,357880
"3264","WebTechnologies",2014-12-01,354650
"3265","WebTechnologies",2015-01-01,456101
"3266","WebTechnologies",2015-02-01,444496
"3267","WebTechnologies",2015-03-01,561589
"3268","WebTechnologies",2015-04-01,667423
"3269","WebTechnologies",2015-05-01,764464
"3270","WebTechnologies",2015-06-01,802399
"3271","WebTechnologies",2015-07-01,765703
"3272","WebTechnologies",2015-08-01,812307
"3273","WebTechnologies",2015-09-01,913404
"3274","WebTechnologies",2015-10-01,966312
"3275","WebTechnologies",2015-11-01,1019405
"3276","WebTechnologies",2015-12-01,943795
"3277","WebTechnologies",2016-01-01,1110579
"3278","WebTechnologies",2016-02-01,1094022
"3279","WebTechnologies",2016-03-01,1267670
"3280","WebTechnologies",2016-04-01,1122088
"3281","WebTechnologies",2016-05-01,1320932
"3282","WebTechnologies",2016-06-01,1202699
"3283","WebTechnologies",2016-07-01,1155431
"3284","WebTechnologies",2016-08-01,1224602
"3285","WebTechnologies",2016-09-01,1561573
"3286","WebTechnologies",2016-10-01,1730470
"3287","WebTechnologies",2016-11-01,2033223
"3288","WebTechnologies",2016-12-01,1592601
"3289","WebTechnologies",2017-01-01,1921586
"3290","WebTechnologies",2017-02-01,2034503
"3291","WebTechnologies",2017-03-01,2315657
"3292","WebTechnologies",2017-04-01,2201176
"3293","WebTechnologies",2017-05-01,2427579
"3294","WebTechnologies",2017-06-01,2172351
"3295","WebTechnologies",2017-07-01,2016537
"3296","WebTechnologies",2017-08-01,2087756
"3297","WebTechnologies",2017-09-01,2305786
"3298","WebTechnologies",2017-10-01,2630291
"3299","WebTechnologies",2017-11-01,2712985
"3300","WebTechnologies",2017-12-01,2118277
"3301","WebTechnologies",2018-01-01,2535592
"3302","WebTechnologies",2018-02-01,2176817
"3303","WebTechnologies",2018-03-01,3017910
"3304","WebTechnologies",2018-04-01,3465455
"3305","WebTechnologies",2018-05-01,3179746
"3306","WebTechnologies",2018-06-01,3074085
"3307","WebTechnologies",2018-07-01,3055577
"3308","WebTechnologies",2018-08-01,2915353
"3309","WebTechnologies",2018-09-01,3930982
"3310","WebTechnologies",2018-10-01,4982465
"3311","WebTechnologies",2018-11-01,5010309
"3312","WebTechnologies",2018-12-01,4065156
"3313","WebTechnologies",2019-01-01,5999330
"3314","WebTechnologies",2019-02-01,5462422
"3315","WebTechnologies",2019-03-01,5901977
"3316","WebTechnologies",2019-04-01,5655602
"3317","WebTechnologies",2019-05-01,5948683
"3318","WebTechnologies",2019-06-01,6496452
"3319","WebTechnologies",2019-07-01,9925169
"3320","WebTechnologies",2019-08-01,3728353
