"","ctv","month","total"
"2435","Phylogenetics",2015-01-01,354181
"2436","Phylogenetics",2015-02-01,377349
"2437","Phylogenetics",2015-03-01,534398
"2438","Phylogenetics",2015-04-01,554398
"2439","Phylogenetics",2015-05-01,546275
"2440","Phylogenetics",2015-06-01,531162
"2441","Phylogenetics",2015-07-01,488696
"2442","Phylogenetics",2015-08-01,514021
"2443","Phylogenetics",2015-09-01,615497
"2444","Phylogenetics",2015-10-01,680363
"2445","Phylogenetics",2015-11-01,726348
"2446","Phylogenetics",2015-12-01,673217
"2447","Phylogenetics",2016-01-01,840738
"2448","Phylogenetics",2016-02-01,873933
"2449","Phylogenetics",2016-03-01,966087
"2450","Phylogenetics",2016-04-01,839359
"2451","Phylogenetics",2016-05-01,943958
"2452","Phylogenetics",2016-06-01,860645
"2453","Phylogenetics",2016-07-01,768584
"2454","Phylogenetics",2016-08-01,749771
"2455","Phylogenetics",2016-09-01,1033232
"2456","Phylogenetics",2016-10-01,1216515
"2457","Phylogenetics",2016-11-01,1592504
"2458","Phylogenetics",2016-12-01,1256510
"2459","Phylogenetics",2017-01-01,1441558
"2460","Phylogenetics",2017-02-01,1503170
"2461","Phylogenetics",2017-03-01,1717859
"2462","Phylogenetics",2017-04-01,1672698
"2463","Phylogenetics",2017-05-01,1579035
"2464","Phylogenetics",2017-06-01,1343048
"2465","Phylogenetics",2017-07-01,1184910
"2466","Phylogenetics",2017-08-01,1185057
"2467","Phylogenetics",2017-09-01,1410111
"2468","Phylogenetics",2017-10-01,1707109
"2469","Phylogenetics",2017-11-01,1762780
"2470","Phylogenetics",2017-12-01,1384727
"2471","Phylogenetics",2018-01-01,1557373
"2472","Phylogenetics",2018-02-01,1439130
"2473","Phylogenetics",2018-03-01,1892504
"2474","Phylogenetics",2018-04-01,1986589
"2475","Phylogenetics",2018-05-01,1881011
"2476","Phylogenetics",2018-06-01,1694162
"2477","Phylogenetics",2018-07-01,1901631
"2478","Phylogenetics",2018-08-01,1737478
"2479","Phylogenetics",2018-09-01,2339695
"2480","Phylogenetics",2018-10-01,2996962
"2481","Phylogenetics",2018-11-01,2971479
"2482","Phylogenetics",2018-12-01,2146320
"2483","Phylogenetics",2019-01-01,2605024
"2484","Phylogenetics",2019-02-01,2689816
"2485","Phylogenetics",2019-03-01,2934571
"2486","Phylogenetics",2019-04-01,3071059
"2487","Phylogenetics",2019-05-01,3188914
"2488","Phylogenetics",2019-06-01,2588736
"2489","Phylogenetics",2019-07-01,2653477
"2490","Phylogenetics",2019-08-01,942262
"2491","Psychometrics",2012-10-01,5360
"2492","Psychometrics",2012-11-01,86586
"2493","Psychometrics",2012-12-01,107843
"2494","Psychometrics",2013-01-01,230892
"2495","Psychometrics",2013-02-01,257894
"2496","Psychometrics",2013-03-01,270291
"2497","Psychometrics",2013-04-01,252356
"2498","Psychometrics",2013-05-01,244642
"2499","Psychometrics",2013-06-01,216161
"2500","Psychometrics",2013-07-01,311192
"2501","Psychometrics",2013-08-01,330509
"2502","Psychometrics",2013-09-01,412168
"2503","Psychometrics",2013-10-01,417803
"2504","Psychometrics",2013-11-01,466703
"2505","Psychometrics",2013-12-01,396538
"2506","Psychometrics",2014-01-01,450439
"2507","Psychometrics",2014-02-01,499687
"2508","Psychometrics",2014-03-01,801051
"2509","Psychometrics",2014-04-01,868177
"2510","Psychometrics",2014-05-01,699415
"2511","Psychometrics",2014-06-01,701355
"2512","Psychometrics",2014-07-01,627739
"2513","Psychometrics",2014-08-01,681456
"2514","Psychometrics",2014-09-01,743838
"2515","Psychometrics",2014-10-01,1119155
"2516","Psychometrics",2014-11-01,923897
"2517","Psychometrics",2014-12-01,808456
"2518","Psychometrics",2015-01-01,1145424
"2519","Psychometrics",2015-02-01,1375891
"2520","Psychometrics",2015-03-01,1671230
"2521","Psychometrics",2015-04-01,1707062
"2522","Psychometrics",2015-05-01,1398161
"2523","Psychometrics",2015-06-01,1547387
"2524","Psychometrics",2015-07-01,1860391
"2525","Psychometrics",2015-08-01,2185095
"2526","Psychometrics",2015-09-01,2192791
"2527","Psychometrics",2015-10-01,2331885
"2528","Psychometrics",2015-11-01,2545592
"2529","Psychometrics",2015-12-01,1904386
"2530","Psychometrics",2016-01-01,2147813
"2531","Psychometrics",2016-02-01,2830743
"2532","Psychometrics",2016-03-01,3198670
"2533","Psychometrics",2016-04-01,2954123
"2534","Psychometrics",2016-05-01,3107336
"2535","Psychometrics",2016-06-01,2495575
"2536","Psychometrics",2016-07-01,1988689
"2537","Psychometrics",2016-08-01,1743644
"2538","Psychometrics",2016-09-01,2266414
"2539","Psychometrics",2016-10-01,2663891
"2540","Psychometrics",2016-11-01,2959139
"2541","Psychometrics",2016-12-01,2202669
"2542","Psychometrics",2017-01-01,2916038
"2543","Psychometrics",2017-02-01,3875858
"2544","Psychometrics",2017-03-01,3643408
"2545","Psychometrics",2017-04-01,3838796
"2546","Psychometrics",2017-05-01,3807087
"2547","Psychometrics",2017-06-01,3070507
"2548","Psychometrics",2017-07-01,2687992
"2549","Psychometrics",2017-08-01,2513345
"2550","Psychometrics",2017-09-01,2838714
"2551","Psychometrics",2017-10-01,3626411
"2552","Psychometrics",2017-11-01,3751501
"2553","Psychometrics",2017-12-01,3138008
"2554","Psychometrics",2018-01-01,3635760
"2555","Psychometrics",2018-02-01,3387168
"2556","Psychometrics",2018-03-01,4627190
"2557","Psychometrics",2018-04-01,4789369
"2558","Psychometrics",2018-05-01,4556743
"2559","Psychometrics",2018-06-01,3861816
"2560","Psychometrics",2018-07-01,3419974
"2561","Psychometrics",2018-08-01,3549810
"2562","Psychometrics",2018-09-01,4870241
"2563","Psychometrics",2018-10-01,6178354
"2564","Psychometrics",2018-11-01,6318717
"2565","Psychometrics",2018-12-01,4446806
"2566","Psychometrics",2019-01-01,4920628
"2567","Psychometrics",2019-02-01,5310711
"2568","Psychometrics",2019-03-01,6325552
"2569","Psychometrics",2019-04-01,7733541
"2570","Psychometrics",2019-05-01,7367604
"2571","Psychometrics",2019-06-01,5779613
"2572","Psychometrics",2019-07-01,5513637
"2573","Psychometrics",2019-08-01,2100404
"2574","ReproducibleResearch",2012-10-01,1493
"2575","ReproducibleResearch",2012-11-01,13256
"2576","ReproducibleResearch",2012-12-01,16081
"2577","ReproducibleResearch",2013-01-01,33191
"2578","ReproducibleResearch",2013-02-01,34795
"2579","ReproducibleResearch",2013-03-01,46785
"2580","ReproducibleResearch",2013-04-01,53622
"2581","ReproducibleResearch",2013-05-01,45087
"2582","ReproducibleResearch",2013-06-01,45232
"2583","ReproducibleResearch",2013-07-01,45583
"2584","ReproducibleResearch",2013-08-01,62139
"2585","ReproducibleResearch",2013-09-01,85723
"2586","ReproducibleResearch",2013-10-01,96989
"2587","ReproducibleResearch",2013-11-01,101915
"2588","ReproducibleResearch",2013-12-01,76632
"2589","ReproducibleResearch",2014-01-01,99266
"2590","ReproducibleResearch",2014-02-01,112643
"2591","ReproducibleResearch",2014-03-01,137621
"2592","ReproducibleResearch",2014-04-01,162318
"2593","ReproducibleResearch",2014-05-01,143148
"2594","ReproducibleResearch",2014-06-01,362716
"2595","ReproducibleResearch",2014-07-01,359956
"2596","ReproducibleResearch",2014-08-01,327917
"2597","ReproducibleResearch",2014-09-01,351205
"2598","ReproducibleResearch",2014-10-01,379040
"2599","ReproducibleResearch",2014-11-01,335407
"2600","ReproducibleResearch",2014-12-01,316981
"2601","ReproducibleResearch",2015-01-01,435979
"2602","ReproducibleResearch",2015-02-01,664076
"2603","ReproducibleResearch",2015-03-01,813195
"2604","ReproducibleResearch",2015-04-01,871629
"2605","ReproducibleResearch",2015-05-01,800255
"2606","ReproducibleResearch",2015-06-01,831138
"2607","ReproducibleResearch",2015-07-01,781116
"2608","ReproducibleResearch",2015-08-01,862480
"2609","ReproducibleResearch",2015-09-01,1129958
"2610","ReproducibleResearch",2015-10-01,1122428
"2611","ReproducibleResearch",2015-11-01,1110402
"2612","ReproducibleResearch",2015-12-01,974215
"2613","ReproducibleResearch",2016-01-01,1199711
"2614","ReproducibleResearch",2016-02-01,1376683
"2615","ReproducibleResearch",2016-03-01,1500915
"2616","ReproducibleResearch",2016-04-01,1342887
"2617","ReproducibleResearch",2016-05-01,1622353
"2618","ReproducibleResearch",2016-06-01,1469524
"2619","ReproducibleResearch",2016-07-01,1301597
"2620","ReproducibleResearch",2016-08-01,1325058
"2621","ReproducibleResearch",2016-09-01,2086462
"2622","ReproducibleResearch",2016-10-01,2196954
"2623","ReproducibleResearch",2016-11-01,2526372
"2624","ReproducibleResearch",2016-12-01,1826845
"2625","ReproducibleResearch",2017-01-01,2183366
"2626","ReproducibleResearch",2017-02-01,2317852
"2627","ReproducibleResearch",2017-03-01,2620695
"2628","ReproducibleResearch",2017-04-01,2736401
"2629","ReproducibleResearch",2017-05-01,2804542
"2630","ReproducibleResearch",2017-06-01,2326275
"2631","ReproducibleResearch",2017-07-01,2005220
"2632","ReproducibleResearch",2017-08-01,2019495
"2633","ReproducibleResearch",2017-09-01,2418972
"2634","ReproducibleResearch",2017-10-01,2880677
"2635","ReproducibleResearch",2017-11-01,3135228
"2636","ReproducibleResearch",2017-12-01,2275379
"2637","ReproducibleResearch",2018-01-01,2714175
"2638","ReproducibleResearch",2018-02-01,2599982
"2639","ReproducibleResearch",2018-03-01,3474840
"2640","ReproducibleResearch",2018-04-01,3539138
"2641","ReproducibleResearch",2018-05-01,3233065
"2642","ReproducibleResearch",2018-06-01,3111799
"2643","ReproducibleResearch",2018-07-01,2811477
"2644","ReproducibleResearch",2018-08-01,2765798
"2645","ReproducibleResearch",2018-09-01,3954297
"2646","ReproducibleResearch",2018-10-01,4721979
"2647","ReproducibleResearch",2018-11-01,4844064
"2648","ReproducibleResearch",2018-12-01,4041457
"2649","ReproducibleResearch",2019-01-01,5014106
"2650","ReproducibleResearch",2019-02-01,4948857
"2651","ReproducibleResearch",2019-03-01,5657289
"2652","ReproducibleResearch",2019-04-01,5257280
"2653","ReproducibleResearch",2019-05-01,5592417
"2654","ReproducibleResearch",2019-06-01,4994697
"2655","ReproducibleResearch",2019-07-01,5442921
"2656","ReproducibleResearch",2019-08-01,2044172
"2657","Robust",2012-10-01,2035
"2658","Robust",2012-11-01,22894
"2659","Robust",2012-12-01,24810
"2660","Robust",2013-01-01,42650
"2661","Robust",2013-02-01,46277
"2662","Robust",2013-03-01,64687
"2663","Robust",2013-04-01,90163
"2664","Robust",2013-05-01,71046
"2665","Robust",2013-06-01,61763
"2666","Robust",2013-07-01,59100
"2667","Robust",2013-08-01,67815
"2668","Robust",2013-09-01,83746
"2669","Robust",2013-10-01,125660
"2670","Robust",2013-11-01,124670
"2671","Robust",2013-12-01,96627
"2672","Robust",2014-01-01,112245
"2673","Robust",2014-02-01,120492
"2674","Robust",2014-03-01,204122
"2675","Robust",2014-04-01,220194
"2676","Robust",2014-05-01,159345
"2677","Robust",2014-06-01,333350
"2678","Robust",2014-07-01,316725
"2679","Robust",2014-08-01,276185
"2680","Robust",2014-09-01,304504
"2681","Robust",2014-10-01,331758
"2682","Robust",2014-11-01,291246
"2683","Robust",2014-12-01,266714
"2684","Robust",2015-01-01,313219
"2685","Robust",2015-02-01,605490
"2686","Robust",2015-03-01,693526
"2687","Robust",2015-04-01,712933
"2688","Robust",2015-05-01,607477
"2689","Robust",2015-06-01,691907
"2690","Robust",2015-07-01,718839
"2691","Robust",2015-08-01,751255
"2692","Robust",2015-09-01,859335
"2693","Robust",2015-10-01,880520
"2694","Robust",2015-11-01,882168
"2695","Robust",2015-12-01,730834
"2696","Robust",2016-01-01,782560
"2697","Robust",2016-02-01,1049126
"2698","Robust",2016-03-01,1071679
"2699","Robust",2016-04-01,1098995
"2700","Robust",2016-05-01,1283480
"2701","Robust",2016-06-01,1131164
"2702","Robust",2016-07-01,924177
"2703","Robust",2016-08-01,852668
"2704","Robust",2016-09-01,1298136
"2705","Robust",2016-10-01,1627986
"2706","Robust",2016-11-01,1619358
"2707","Robust",2016-12-01,1151634
"2708","Robust",2017-01-01,1186251
"2709","Robust",2017-02-01,1298428
"2710","Robust",2017-03-01,1714136
"2711","Robust",2017-04-01,1814767
"2712","Robust",2017-05-01,1598739
"2713","Robust",2017-06-01,1291837
"2714","Robust",2017-07-01,1156926
"2715","Robust",2017-08-01,1151854
"2716","Robust",2017-09-01,1190663
"2717","Robust",2017-10-01,1568036
"2718","Robust",2017-11-01,1699049
"2719","Robust",2017-12-01,1142680
"2720","Robust",2018-01-01,1321079
"2721","Robust",2018-02-01,1361628
"2722","Robust",2018-03-01,1681117
"2723","Robust",2018-04-01,2065378
"2724","Robust",2018-05-01,1693798
"2725","Robust",2018-06-01,1534891
"2726","Robust",2018-07-01,1269691
"2727","Robust",2018-08-01,1259851
"2728","Robust",2018-09-01,1778608
"2729","Robust",2018-10-01,2148785
"2730","Robust",2018-11-01,2107911
"2731","Robust",2018-12-01,1645727
"2732","Robust",2019-01-01,1849459
"2733","Robust",2019-02-01,1836499
"2734","Robust",2019-03-01,2138943
"2735","Robust",2019-04-01,2544919
"2736","Robust",2019-05-01,2727832
"2737","Robust",2019-06-01,2200571
"2738","Robust",2019-07-01,2253279
"2739","Robust",2019-08-01,764276
"2740","SocialSciences",2012-10-01,3052
"2741","SocialSciences",2012-11-01,37396
"2742","SocialSciences",2012-12-01,42017
"2743","SocialSciences",2013-01-01,65664
"2744","SocialSciences",2013-02-01,83433
"2745","SocialSciences",2013-03-01,104745
"2746","SocialSciences",2013-04-01,111652
"2747","SocialSciences",2013-05-01,109175
"2748","SocialSciences",2013-06-01,104289
"2749","SocialSciences",2013-07-01,122198
"2750","SocialSciences",2013-08-01,123401
"2751","SocialSciences",2013-09-01,159379
"2752","SocialSciences",2013-10-01,164679
"2753","SocialSciences",2013-11-01,161115
"2754","SocialSciences",2013-12-01,140181
"2755","SocialSciences",2014-01-01,157036
"2756","SocialSciences",2014-02-01,172914
"2757","SocialSciences",2014-03-01,205839
"2758","SocialSciences",2014-04-01,276308
"2759","SocialSciences",2014-05-01,205088
"2760","SocialSciences",2014-06-01,228605
"2761","SocialSciences",2014-07-01,220770
"2762","SocialSciences",2014-08-01,265129
"2763","SocialSciences",2014-09-01,257706
"2764","SocialSciences",2014-10-01,326411
"2765","SocialSciences",2014-11-01,309042
"2766","SocialSciences",2014-12-01,274235
"2767","SocialSciences",2015-01-01,311161
"2768","SocialSciences",2015-02-01,373763
"2769","SocialSciences",2015-03-01,481247
"2770","SocialSciences",2015-04-01,503863
"2771","SocialSciences",2015-05-01,432855
"2772","SocialSciences",2015-06-01,449627
"2773","SocialSciences",2015-07-01,521863
"2774","SocialSciences",2015-08-01,481515
"2775","SocialSciences",2015-09-01,625700
"2776","SocialSciences",2015-10-01,634879
"2777","SocialSciences",2015-11-01,666686
"2778","SocialSciences",2015-12-01,529664
"2779","SocialSciences",2016-01-01,506487
"2780","SocialSciences",2016-02-01,588756
"2781","SocialSciences",2016-03-01,606290
"2782","SocialSciences",2016-04-01,595404
"2783","SocialSciences",2016-05-01,640879
"2784","SocialSciences",2016-06-01,559949
"2785","SocialSciences",2016-07-01,515443
"2786","SocialSciences",2016-08-01,495243
"2787","SocialSciences",2016-09-01,658250
"2788","SocialSciences",2016-10-01,835195
"2789","SocialSciences",2016-11-01,952186
"2790","SocialSciences",2016-12-01,696432
"2791","SocialSciences",2017-01-01,755490
"2792","SocialSciences",2017-02-01,877070
"2793","SocialSciences",2017-03-01,1038577
"2794","SocialSciences",2017-04-01,991073
"2795","SocialSciences",2017-05-01,970790
"2796","SocialSciences",2017-06-01,787751
"2797","SocialSciences",2017-07-01,715629
"2798","SocialSciences",2017-08-01,711459
"2799","SocialSciences",2017-09-01,808502
"2800","SocialSciences",2017-10-01,1002921
"2801","SocialSciences",2017-11-01,1078176
"2802","SocialSciences",2017-12-01,816243
"2803","SocialSciences",2018-01-01,865011
"2804","SocialSciences",2018-02-01,803314
"2805","SocialSciences",2018-03-01,1102249
"2806","SocialSciences",2018-04-01,1175027
"2807","SocialSciences",2018-05-01,1121322
"2808","SocialSciences",2018-06-01,1045030
"2809","SocialSciences",2018-07-01,959954
"2810","SocialSciences",2018-08-01,988999
"2811","SocialSciences",2018-09-01,1377126
"2812","SocialSciences",2018-10-01,1690885
"2813","SocialSciences",2018-11-01,1712305
"2814","SocialSciences",2018-12-01,1296542
"2815","SocialSciences",2019-01-01,1576996
"2816","SocialSciences",2019-02-01,1537266
"2817","SocialSciences",2019-03-01,1830499
"2818","SocialSciences",2019-04-01,1720597
"2819","SocialSciences",2019-05-01,2023306
"2820","SocialSciences",2019-06-01,1539389
"2821","SocialSciences",2019-07-01,1581523
"2822","SocialSciences",2019-08-01,556911
"2823","Spatial",2012-10-01,4357
"2824","Spatial",2012-11-01,50800
"2825","Spatial",2012-12-01,72565
"2826","Spatial",2013-01-01,127881
"2827","Spatial",2013-02-01,147941
"2828","Spatial",2013-03-01,149754
"2829","Spatial",2013-04-01,151522
"2830","Spatial",2013-05-01,142189
"2831","Spatial",2013-06-01,137151
"2832","Spatial",2013-07-01,200121
"2833","Spatial",2013-08-01,202916
"2834","Spatial",2013-09-01,245304
"2835","Spatial",2013-10-01,244816
"2836","Spatial",2013-11-01,292278
"2837","Spatial",2013-12-01,256823
"2838","Spatial",2014-01-01,295253
"2839","Spatial",2014-02-01,325648
"2840","Spatial",2014-03-01,445486
"2841","Spatial",2014-04-01,513723
"2842","Spatial",2014-05-01,354778
"2843","Spatial",2014-06-01,354521
"2844","Spatial",2014-07-01,317320
"2845","Spatial",2014-08-01,327657
"2846","Spatial",2014-09-01,330983
"2847","Spatial",2014-10-01,559642
"2848","Spatial",2014-11-01,647330
"2849","Spatial",2014-12-01,398174
"2850","Spatial",2015-01-01,620629
"2851","Spatial",2015-02-01,657247
"2852","Spatial",2015-03-01,795298
"2853","Spatial",2015-04-01,809324
"2854","Spatial",2015-05-01,693097
"2855","Spatial",2015-06-01,775569
"2856","Spatial",2015-07-01,980716
"2857","Spatial",2015-08-01,1076726
"2858","Spatial",2015-09-01,1120347
"2859","Spatial",2015-10-01,1206462
"2860","Spatial",2015-11-01,1314732
"2861","Spatial",2015-12-01,1035207
"2862","Spatial",2016-01-01,1330075
"2863","Spatial",2016-02-01,1885619
"2864","Spatial",2016-03-01,2142485
"2865","Spatial",2016-04-01,1765319
"2866","Spatial",2016-05-01,1934911
"2867","Spatial",2016-06-01,1527141
"2868","Spatial",2016-07-01,1129630
"2869","Spatial",2016-08-01,986770
"2870","Spatial",2016-09-01,1190076
"2871","Spatial",2016-10-01,1358249
"2872","Spatial",2016-11-01,1587354
"2873","Spatial",2016-12-01,1292553
"2874","Spatial",2017-01-01,1884762
"2875","Spatial",2017-02-01,2189207
"2876","Spatial",2017-03-01,2124447
"2877","Spatial",2017-04-01,1970995
"2878","Spatial",2017-05-01,1824993
"2879","Spatial",2017-06-01,1565695
"2880","Spatial",2017-07-01,1552854
"2881","Spatial",2017-08-01,1533307
"2882","Spatial",2017-09-01,1537341
"2883","Spatial",2017-10-01,1827103
"2884","Spatial",2017-11-01,1928720
"2885","Spatial",2017-12-01,1511103
"2886","Spatial",2018-01-01,1635641
"2887","Spatial",2018-02-01,1715042
"2888","Spatial",2018-03-01,2496582
"2889","Spatial",2018-04-01,2789481
"2890","Spatial",2018-05-01,2127349
"2891","Spatial",2018-06-01,1811447
"2892","Spatial",2018-07-01,1735960
"2893","Spatial",2018-08-01,1604201
"2894","Spatial",2018-09-01,2156706
"2895","Spatial",2018-10-01,2562129
"2896","Spatial",2018-11-01,2599539
"2897","Spatial",2018-12-01,1923631
"2898","Spatial",2019-01-01,2191566
"2899","Spatial",2019-02-01,3001205
"2900","Spatial",2019-03-01,3641432
"2901","Spatial",2019-04-01,4559005
"2902","Spatial",2019-05-01,4262429
"2903","Spatial",2019-06-01,2971819
"2904","Spatial",2019-07-01,3007479
"2905","Spatial",2019-08-01,1228570
"2906","SpatioTemporal",2012-10-01,2572
"2907","SpatioTemporal",2012-11-01,43463
"2908","SpatioTemporal",2012-12-01,62504
"2909","SpatioTemporal",2013-01-01,120473
"2910","SpatioTemporal",2013-02-01,129254
"2911","SpatioTemporal",2013-03-01,125478
"2912","SpatioTemporal",2013-04-01,131448
"2913","SpatioTemporal",2013-05-01,123914
"2914","SpatioTemporal",2013-06-01,114274
"2915","SpatioTemporal",2013-07-01,165056
"2916","SpatioTemporal",2013-08-01,170620
"2917","SpatioTemporal",2013-09-01,213011
"2918","SpatioTemporal",2013-10-01,236297
"2919","SpatioTemporal",2013-11-01,260775
"2920","SpatioTemporal",2013-12-01,228401
"2921","SpatioTemporal",2014-01-01,262769
"2922","SpatioTemporal",2014-02-01,297098
"2923","SpatioTemporal",2014-03-01,407724
"2924","SpatioTemporal",2014-04-01,440247
"2925","SpatioTemporal",2014-05-01,292490
"2926","SpatioTemporal",2014-06-01,322558
"2927","SpatioTemporal",2014-07-01,319657
"2928","SpatioTemporal",2014-08-01,308362
"2929","SpatioTemporal",2014-09-01,290897
"2930","SpatioTemporal",2014-10-01,522865
"2931","SpatioTemporal",2014-11-01,464114
"2932","SpatioTemporal",2014-12-01,395748
"2933","SpatioTemporal",2015-01-01,576826
"2934","SpatioTemporal",2015-02-01,751815
"2935","SpatioTemporal",2015-03-01,858933
"2936","SpatioTemporal",2015-04-01,824124
"2937","SpatioTemporal",2015-05-01,737740
"2938","SpatioTemporal",2015-06-01,824313
"2939","SpatioTemporal",2015-07-01,955618
"2940","SpatioTemporal",2015-08-01,1077772
"2941","SpatioTemporal",2015-09-01,1248114
"2942","SpatioTemporal",2015-10-01,1346121
"2943","SpatioTemporal",2015-11-01,1300009
"2944","SpatioTemporal",2015-12-01,1006384
"2945","SpatioTemporal",2016-01-01,1320077
"2946","SpatioTemporal",2016-02-01,1957574
"2947","SpatioTemporal",2016-03-01,2202170
"2948","SpatioTemporal",2016-04-01,1963752
"2949","SpatioTemporal",2016-05-01,2806010
"2950","SpatioTemporal",2016-06-01,1862346
"2951","SpatioTemporal",2016-07-01,1163345
"2952","SpatioTemporal",2016-08-01,1048667
"2953","SpatioTemporal",2016-09-01,1441317
"2954","SpatioTemporal",2016-10-01,1540834
"2955","SpatioTemporal",2016-11-01,1675138
"2956","SpatioTemporal",2016-12-01,1245861
"2957","SpatioTemporal",2017-01-01,1935257
"2958","SpatioTemporal",2017-02-01,2282432
"2959","SpatioTemporal",2017-03-01,2213521
"2960","SpatioTemporal",2017-04-01,2140674
"2961","SpatioTemporal",2017-05-01,1986603
"2962","SpatioTemporal",2017-06-01,1583367
"2963","SpatioTemporal",2017-07-01,1370305
"2964","SpatioTemporal",2017-08-01,1330360
"2965","SpatioTemporal",2017-09-01,1484586
"2966","SpatioTemporal",2017-10-01,1918881
"2967","SpatioTemporal",2017-11-01,1941647
"2968","SpatioTemporal",2017-12-01,1487135
"2969","SpatioTemporal",2018-01-01,1704098
"2970","SpatioTemporal",2018-02-01,1671924
"2971","SpatioTemporal",2018-03-01,2374424
"2972","SpatioTemporal",2018-04-01,2640198
"2973","SpatioTemporal",2018-05-01,1912972
"2974","SpatioTemporal",2018-06-01,1631541
"2975","SpatioTemporal",2018-07-01,1522214
"2976","SpatioTemporal",2018-08-01,1667965
"2977","SpatioTemporal",2018-09-01,2315289
"2978","SpatioTemporal",2018-10-01,2805553
"2979","SpatioTemporal",2018-11-01,2888201
"2980","SpatioTemporal",2018-12-01,1984418
"2981","SpatioTemporal",2019-01-01,2260242
"2982","SpatioTemporal",2019-02-01,2579110
"2983","SpatioTemporal",2019-03-01,3144750
"2984","SpatioTemporal",2019-04-01,3739208
"2985","SpatioTemporal",2019-05-01,3815111
"2986","SpatioTemporal",2019-06-01,2842267
"2987","SpatioTemporal",2019-07-01,2711227
"2988","SpatioTemporal",2019-08-01,1112384
"2989","Survival",2012-10-01,5953
"2990","Survival",2012-11-01,74610
"2991","Survival",2012-12-01,84705
"2992","Survival",2013-01-01,137942
"2993","Survival",2013-02-01,144844
"2994","Survival",2013-03-01,193253
"2995","Survival",2013-04-01,213918
"2996","Survival",2013-05-01,200202
"2997","Survival",2013-06-01,183918
"2998","Survival",2013-07-01,175524
"2999","Survival",2013-08-01,204262
"3000","Survival",2013-09-01,281896
"3001","Survival",2013-10-01,289158
"3002","Survival",2013-11-01,293121
"3003","Survival",2013-12-01,253772
"3004","Survival",2014-01-01,304731
"3005","Survival",2014-02-01,330224
"3006","Survival",2014-03-01,499320
"3007","Survival",2014-04-01,518019
"3008","Survival",2014-05-01,380226
"3009","Survival",2014-06-01,575897
"3010","Survival",2014-07-01,534755
"3011","Survival",2014-08-01,524174
"3012","Survival",2014-09-01,464461
"3013","Survival",2014-10-01,654059
"3014","Survival",2014-11-01,629148
"3015","Survival",2014-12-01,547533
"3016","Survival",2015-01-01,691060
"3017","Survival",2015-02-01,1002206
"3018","Survival",2015-03-01,1257555
"3019","Survival",2015-04-01,1308757
"3020","Survival",2015-05-01,1149153
"3021","Survival",2015-06-01,1228289
"3022","Survival",2015-07-01,1313792
"3023","Survival",2015-08-01,1307553
"3024","Survival",2015-09-01,1354948
"3025","Survival",2015-10-01,1392844
"3026","Survival",2015-11-01,1446852
"3027","Survival",2015-12-01,1202912
"3028","Survival",2016-01-01,1288229
"3029","Survival",2016-02-01,1752737
"3030","Survival",2016-03-01,2033755
"3031","Survival",2016-04-01,1739899
"3032","Survival",2016-05-01,1961241
"3033","Survival",2016-06-01,1726911
"3034","Survival",2016-07-01,1504263
"3035","Survival",2016-08-01,1354020
"3036","Survival",2016-09-01,1917127
"3037","Survival",2016-10-01,2148932
"3038","Survival",2016-11-01,2441812
"3039","Survival",2016-12-01,1813454
"3040","Survival",2017-01-01,1929702
"3041","Survival",2017-02-01,2354941
"3042","Survival",2017-03-01,2612020
"3043","Survival",2017-04-01,2970199
"3044","Survival",2017-05-01,2951110
"3045","Survival",2017-06-01,2380941
"3046","Survival",2017-07-01,2160247
"3047","Survival",2017-08-01,2137806
"3048","Survival",2017-09-01,2432542
"3049","Survival",2017-10-01,3019469
"3050","Survival",2017-11-01,3281688
"3051","Survival",2017-12-01,2327935
"3052","Survival",2018-01-01,2667868
"3053","Survival",2018-02-01,2675562
"3054","Survival",2018-03-01,3388506
"3055","Survival",2018-04-01,3436240
"3056","Survival",2018-05-01,3091673
"3057","Survival",2018-06-01,2744371
"3058","Survival",2018-07-01,2362478
"3059","Survival",2018-08-01,2467890
"3060","Survival",2018-09-01,3364245
"3061","Survival",2018-10-01,3961555
"3062","Survival",2018-11-01,4054461
"3063","Survival",2018-12-01,3146029
"3064","Survival",2019-01-01,3626613
"3065","Survival",2019-02-01,3597839
"3066","Survival",2019-03-01,5164049
"3067","Survival",2019-04-01,5369857
"3068","Survival",2019-05-01,5226692
"3069","Survival",2019-06-01,3841315
"3070","Survival",2019-07-01,4240348
"3071","Survival",2019-08-01,1462390
"3072","TeachingStatistics",2012-10-01,1324
"3073","TeachingStatistics",2012-11-01,28410
"3074","TeachingStatistics",2012-12-01,34898
"3075","TeachingStatistics",2013-01-01,61890
"3076","TeachingStatistics",2013-02-01,82778
"3077","TeachingStatistics",2013-03-01,93039
"3078","TeachingStatistics",2013-04-01,102724
"3079","TeachingStatistics",2013-05-01,102467
"3080","TeachingStatistics",2013-06-01,96584
"3081","TeachingStatistics",2013-07-01,96642
"3082","TeachingStatistics",2013-08-01,97181
"3083","TeachingStatistics",2013-09-01,132625
"3084","TeachingStatistics",2013-10-01,182855
"3085","TeachingStatistics",2013-11-01,179627
"3086","TeachingStatistics",2013-12-01,132972
"3087","TeachingStatistics",2014-01-01,168583
"3088","TeachingStatistics",2014-02-01,186396
"3089","TeachingStatistics",2014-03-01,236414
"3090","TeachingStatistics",2014-04-01,281893
